name,type,status,application_service,env,security,netcolor,dcloc,loc,os,ips,itsgroup,its_1,maint_vndr,maintexp,maint_sla,verified,impusers
GA-WEBHOS-002B,Server,Active,Web Hosting,DR,Unclassified,Yellow,PWY-DC1,"San Diego, CA",RHEL 8.10,10.72.82.136,ITS-Virtualization,A. Garcia,Dell ProSupport,2027-02-19 00:00:00,24x7x4,2026-06-14 00:00:00,133
UCAJL45,Server,Active,Email Gateway,QA,Unclassified,Yellow,SD-DC1,"Tupelo, MS",Ubuntu 24.04 LTS,10.16.234.76,ITS-Virtualization,K. Chen,NetApp SupportEdge,2026-03-14 00:00:00,Best Effort,2026-05-02 00:00:00,250
RWRI19,Appliance,Retired,Monitoring,Test,ITAR,Green,TUP-DC1,"Huntsville, AL",Cisco IOS 17.9,10.40.107.109,ITS-Storage,T. Nguyen,Insight,2030-06-01 00:00:00,24x7x4,2026-05-24 00:00:00,289
GA-LICENS-032D,VM,Active,License Server,Prod,CUI,Black,TUP-DC1,"Poway, CA",Cisco IOS 17.9,10.16.96.111,ITS-AppSupport,E. Robinson,Insight,2026-01-16 00:00:00,NBD,2026-02-21 00:00:00,346
GA-SERVIC-881B,Server,Retired,ServiceNow MID,DR,ITAR,Blue,HSV-DC1,"Tupelo, MS",Ubuntu 24.04 LTS,"10.32.221.227, 10.32.203.141",ITS-Security,K. Chen,SHI,2027-05-24 00:00:00,24x7x4,2026-02-15 00:00:00,112
UNVAQXKG42,Network Device,Provisioning,Email Gateway,QA,ITAR,Yellow,SD-DC2,"Huntsville, AL",Ubuntu 24.04 LTS,10.16.217.104,ITS-EndUser,C. Davis,Insight,2025-12-13 00:00:00,Best Effort,2026-03-15 00:00:00,275
GA-BADGEA-118,Server,Active,Badge/Access Control,Prod,CUI,Blue,HSV-DC1,"Tupelo, MS",Cisco IOS 17.9,10.48.122.6,ITS-Security,A. Garcia,CDW,2026-01-17 00:00:00,Best Effort,2026-03-26 00:00:00,100
ZOTNH59,Storage Array,Active,Telemetry Ingest,Prod,Restricted,Black,PMD-DC1,"Poway, CA",VMware ESXi 8.0 U3,10.64.111.106,ITS-Infrastructure,B. Thomas,CDW,2025-11-04 00:00:00,Best Effort,2026-03-17 00:00:00,171
HLKKZO39,Server,Active,Database Services,Test,Unclassified,Blue,PMD-DC1,"Huntsville, AL",RHEL 8.10,10.40.80.86,ITS-EndUser,R. Patel,HPE Pointnext,2030-03-05 00:00:00,24x7x2,2026-06-25 00:00:00,377
GA-MONITO-370B,Application,Active,Monitoring,Prod,Unclassified,Green,AWS-GovCloud,"Huntsville, AL",VMware ESXi 8.0 U3,10.72.144.222,ITS-Infrastructure,E. Robinson,Insight,2026-04-25 00:00:00,24x7x2,2026-03-15 00:00:00,396
GA-FILESE-922P,Server,Decommissioned,File Services,Dev,Restricted,Yellow,PWY-DC1,"Tupelo, MS",Windows Server 2019,10.24.218.49,ITS-EndUser,S. Johnson,HPE Pointnext,2029-10-29 00:00:00,8x5,2026-04-13 00:00:00,100
GA-SHAREP-376A,VM,Provisioning,SharePoint,Prod,ITAR,Yellow,HSV-DC1,"Poway, CA",RHEL 8.10,10.16.83.54,ITS-Storage,N. Clark,NetApp SupportEdge,2026-07-02 00:00:00,Best Effort,2026-06-02 00:00:00,75
GA-EMAILG-589B,Application,Decommissioned,Email Gateway,QA,Confidential,Red,PMD-DC1,"Palmdale, CA",Windows Server 2016,10.16.116.244,ITS-Security,E. Robinson,HPE Pointnext,2028-07-02 00:00:00,24x7x4,2026-07-06 00:00:00,302
GA-DNSDHC-059B,Server,Maintenance,DNS/DHCP,Dev,Public,Blue,HSV-DC1,"Poway, CA",Windows Server 2022,10.48.142.99,ITS-Network,K. Chen,HPE Pointnext,2028-01-31 00:00:00,NBD,2026-04-13 00:00:00,278
GA-MONITO-587,VM,Active,Monitoring,Dev,ITAR,Black,AWS-GovCloud,"Palmdale, CA",Windows Server 2016,10.56.195.22,ITS-Virtualization,K. Chen,CDW,2028-10-13 00:00:00,NBD,2026-03-01 00:00:00,6
GA-VDI-141A,VM,Retired,VDI,Stage,Public,Yellow,SD-DC1,"Poway, CA",Ubuntu 24.04 LTS,10.88.232.17,ITS-EndUser,L. Brown,NetApp SupportEdge,2028-03-28 00:00:00,Best Effort,2026-07-31 00:00:00,17
GA-PAYROL-185D,Appliance,Retired,Payroll,Dev,CUI,Red,HSV-DC1,"Huntsville, AL",RHEL 9.4,10.80.173.64,ITS-Network,T. Nguyen,CDW,2027-05-20 00:00:00,8x5,2026-07-31 00:00:00,3
GA-DNSDHC-374,Server,Active,DNS/DHCP,Test,Unclassified,Black,TUP-DC1,"Huntsville, AL",Windows Server 2025,10.96.13.180,ITS-AppSupport,A. Garcia,NetApp SupportEdge,2027-03-06 00:00:00,NBD,2026-03-11 00:00:00,200
GA-BACKUP-915B,Server,Active,Backup,Prod,Restricted,Black,SD-DC1,"Palmdale, CA",RHEL 8.10,10.24.51.146,ITS-EndUser,M. Williams,Dell ProSupport,2029-10-26 00:00:00,24x7x4,2026-06-04 00:00:00,310
GA-VDI-808D,VM,Active,VDI,Prod,CUI,Blue,SD-DC1,"San Diego, CA",RHEL 8.10,"10.72.59.195, 10.72.151.123",ITS-Infrastructure,R. Patel,HPE Pointnext,2029-08-28 00:00:00,24x7x4,2026-02-24 00:00:00,80
KPFRZ94,Server,Maintenance,DNS/DHCP,QA,Public,Black,SD-DC1,"Tupelo, MS",Windows Server 2025,10.72.185.240,ITS-Storage,S. Johnson,Insight,2026-12-20 00:00:00,Best Effort,2026-02-10 00:00:00,130
GA-PRINTS-178B,VM,Active,Print Services,QA,CUI,Black,SD-DC1,"Palmdale, CA",RHEL 9.4,10.40.11.247,ITS-Storage,A. Garcia,Cisco SmartNet,2029-09-25 00:00:00,24x7x4,2026-07-22 00:00:00,321
GA-ERP-476P,Appliance,Provisioning,ERP,Prod,Unclassified,Green,PMD-DC1,"San Diego, CA",Windows Server 2025,10.40.23.128,ITS-Storage,M. Williams,CDW,2025-12-12 00:00:00,24x7x4,2026-03-31 00:00:00,82
DGUXJHGG83,VM,Provisioning,Print Services,Stage,ITAR,Yellow,SD-DC1,Remote/Colo,Ubuntu 24.04 LTS,10.64.46.252,ITS-Security,D. Kim,Cisco SmartNet,2029-07-01 00:00:00,NBD,2026-02-22 00:00:00,247
GA-CADPLM-508B,VM,Active,CAD/PLM,Prod,Confidential,Blue,PMD-DC1,"Huntsville, AL",Ubuntu 24.04 LTS,10.48.203.73,ITS-Virtualization,E. Robinson,HPE Pointnext,2030-01-28 00:00:00,NBD,2026-04-12 00:00:00,164
ILAB94,Server,Decommissioned,Database Services,DR,Confidential,Black,HSV-DC1,"Palmdale, CA",RHEL 9.4,10.88.182.129,ITS-EndUser,N. Clark,SHI,2029-09-27 00:00:00,24x7x4,2026-02-09 00:00:00,118
GA-BADGEA-071,VM,Provisioning,Badge/Access Control,Stage,Restricted,Green,SD-DC2,"Tupelo, MS",RHEL 9.5,10.8.233.154,ITS-Infrastructure,P. Anderson,SHI,2026-11-19 00:00:00,8x5,2026-06-22 00:00:00,89
GA-DATABA-802P,VM,Maintenance,Database Services,Prod,Restricted,Red,PMD-DC1,"Palmdale, CA",Cisco IOS 17.9,10.80.117.188,ITS-Virtualization,H. Lewis,CDW,2029-05-09 00:00:00,24x7x2,2026-05-07 00:00:00,113
VSQJPZF57,VM,Decommissioned,CI/CD,DR,Restricted,Green,SD-DC2,"Huntsville, AL",RHEL 9.4,10.48.84.189,ITS-Infrastructure,R. Patel,NetApp SupportEdge,2027-04-09 00:00:00,24x7x4,2026-03-15 00:00:00,281
GA-MONITO-492P,VM,Active,Monitoring,Prod,Confidential,Green,SD-DC2,"San Diego, CA",Windows Server 2019,10.96.214.119,ITS-Storage,P. Anderson,NetApp SupportEdge,2028-12-12 00:00:00,24x7x4,2026-04-27 00:00:00,264
GA-DATABA-837A,VM,Active,Database Services,Test,Restricted,Yellow,HSV-DC1,"San Diego, CA",RHEL 9.4,"10.96.245.254, 10.96.247.119",ITS-EndUser,L. Brown,HPE Pointnext,2029-06-25 00:00:00,8x5,2026-03-29 00:00:00,237
GA-DATABA-090,Server,Active,Database Services,Prod,Public,Black,SD-DC2,"Huntsville, AL",Windows Server 2025,10.72.140.87,ITS-Network,L. Brown,HPE Pointnext,2027-12-26 00:00:00,24x7x2,2026-04-28 00:00:00,369
GA-FILESE-061P,Storage Array,Retired,File Services,QA,Public,Yellow,PWY-DC1,"San Diego, CA",Appliance OS 5.1,"10.24.22.189, 10.24.98.51",ITS-AppSupport,L. Brown,Dell ProSupport,2029-07-12 00:00:00,24x7x2,2026-03-24 00:00:00,329
GA-FILESE-636D,Appliance,Active,File Services,Stage,Confidential,Blue,HSV-DC1,Remote/Colo,Windows Server 2019,10.96.142.6,ITS-Security,D. Kim,HPE Pointnext,2026-12-09 00:00:00,24x7x4,2026-07-05 00:00:00,129
GA-MONITO-232B,VM,Provisioning,Monitoring,Prod,Confidential,Black,PWY-DC1,Remote/Colo,Cisco IOS 17.9,10.96.76.23,ITS-AppSupport,K. Chen,NetApp SupportEdge,2027-11-04 00:00:00,8x5,2026-02-13 00:00:00,194
GHLZQWQM32,VM,Active,DNS/DHCP,Stage,ITAR,Blue,HSV-DC1,"Palmdale, CA",Cisco IOS 17.9,10.64.113.186,ITS-Infrastructure,K. Chen,SHI,2027-08-05 00:00:00,24x7x4,2026-02-11 00:00:00,356
SXMT41,VM,Active,Backup,Test,ITAR,Green,PWY-DC1,"Huntsville, AL",VMware ESXi 8.0 U3,10.72.166.253,ITS-Network,J. Martinez,Dell ProSupport,2029-06-03 00:00:00,8x5,2026-04-20 00:00:00,294
GA-ERP-242P,VM,Maintenance,ERP,Prod,Public,Blue,PWY-DC1,Remote/Colo,VMware ESXi 7.0 U3,"10.48.246.36, 10.48.2.83",ITS-Infrastructure,N. Clark,CDW,2026-04-08 00:00:00,NBD,2026-02-26 00:00:00,364
ZBXZRF88,Network Device,Active,License Server,QA,Public,Red,HSV-DC1,"Palmdale, CA",RHEL 8.10,10.88.219.48,ITS-AppSupport,D. Kim,Insight,2027-08-13 00:00:00,8x5,2026-07-18 00:00:00,379
YRYICLT17,Application,Active,ServiceNow MID,Prod,ITAR,Red,SD-DC2,"Huntsville, AL",VMware ESXi 7.0 U3,10.96.204.57,ITS-Infrastructure,S. Johnson,SHI,2028-03-15 00:00:00,Best Effort,2026-05-31 00:00:00,265
RTAL20,VM,Active,DNS/DHCP,Prod,CUI,Green,SD-DC2,"Palmdale, CA",RHEL 9.5,10.88.141.152,ITS-AppSupport,M. Williams,HPE Pointnext,2027-02-10 00:00:00,NBD,2026-07-09 00:00:00,221
GA-BACKUP-018A,Server,Retired,Backup,Stage,Confidential,Red,PWY-DC1,Remote/Colo,RHEL 9.4,10.88.165.38,ITS-Security,R. Patel,Cisco SmartNet,2026-12-01 00:00:00,8x5,2026-02-11 00:00:00,169
ZRRSYKAT73,Storage Array,Active,VDI,Dev,Unclassified,Green,AWS-GovCloud,"Tupelo, MS",RHEL 9.4,10.16.44.169,ITS-AppSupport,M. Williams,Insight,2026-07-26 00:00:00,8x5,2026-07-01 00:00:00,196
GA-PAYROL-533P,Appliance,Active,Payroll,Test,Restricted,Red,TUP-DC1,"San Diego, CA",Windows Server 2016,10.24.181.84,ITS-AppSupport,C. Davis,Dell ProSupport,2029-05-16 00:00:00,Best Effort,2026-04-27 00:00:00,59
GA-MONITO-708,VM,Retired,Monitoring,Test,ITAR,Yellow,HSV-DC1,"Poway, CA",Cisco IOS 17.9,10.8.228.137,ITS-Security,S. Johnson,Insight,2027-04-10 00:00:00,Best Effort,2026-02-17 00:00:00,163
CMJR89,Network Device,Active,File Services,Prod,Restricted,Yellow,AWS-GovCloud,"Palmdale, CA",Appliance OS 5.1,10.48.64.231,ITS-Security,S. Johnson,HPE Pointnext,2027-08-30 00:00:00,Best Effort,2026-05-21 00:00:00,121
GA-LICENS-301P,Network Device,Active,License Server,Prod,Unclassified,Black,AWS-GovCloud,"Palmdale, CA",Windows Server 2025,10.16.169.131,ITS-Security,A. Garcia,CDW,2027-05-10 00:00:00,Best Effort,2026-05-28 00:00:00,94
XQEE85,VM,Maintenance,CI/CD,Stage,Confidential,Red,SD-DC1,"Tupelo, MS",Appliance OS 5.1,10.32.0.182,ITS-EndUser,D. Kim,CDW,2029-05-07 00:00:00,8x5,2026-07-14 00:00:00,307
GA-PAYROL-831B,Application,Provisioning,Payroll,QA,Public,Yellow,PMD-DC1,"Palmdale, CA",RHEL 9.5,"10.96.204.116, 10.96.182.68",ITS-EndUser,M. Williams,Cisco SmartNet,2028-03-13 00:00:00,24x7x2,2026-04-24 00:00:00,100
GA-BACKUP-345B,Server,Active,Backup,Stage,CUI,Red,SD-DC1,"Huntsville, AL",VMware ESXi 8.0 U3,10.96.189.169,ITS-AppSupport,M. Williams,HPE Pointnext,2029-08-25 00:00:00,Best Effort,2026-04-16 00:00:00,329
CJPUQA84,Server,Decommissioned,Domain Services,QA,ITAR,Black,HSV-DC1,"Palmdale, CA",Cisco IOS 17.9,10.24.177.8,ITS-Security,B. Thomas,CDW,2026-11-08 00:00:00,8x5,2026-03-03 00:00:00,135
GA-SHAREP-961A,Server,Decommissioned,SharePoint,QA,Public,Blue,HSV-DC1,"Tupelo, MS",Windows Server 2022,10.24.247.230,ITS-AppSupport,K. Chen,SHI,2027-08-09 00:00:00,24x7x2,2026-06-15 00:00:00,245
GA-CADPLM-036D,Server,Active,CAD/PLM,Prod,Public,Red,TUP-DC1,"Tupelo, MS",VMware ESXi 7.0 U3,10.32.217.46,ITS-Storage,H. Lewis,SHI,2028-10-04 00:00:00,8x5,2026-03-12 00:00:00,261
GA-LICENS-342D,VM,Retired,License Server,DR,Unclassified,Black,TUP-DC1,Remote/Colo,Appliance OS 5.1,10.32.78.115,ITS-Security,M. Williams,CDW,2027-01-17 00:00:00,8x5,2026-03-30 00:00:00,281
GA-WEBHOS-154,VM,Decommissioned,Web Hosting,Prod,Confidential,Black,PMD-DC1,"Tupelo, MS",VMware ESXi 7.0 U3,10.8.150.65,ITS-AppSupport,A. Garcia,CDW,2028-02-02 00:00:00,8x5,2026-06-19 00:00:00,228
GA-SHAREP-589B,Server,Active,SharePoint,Dev,Restricted,Green,SD-DC2,"San Diego, CA",RHEL 8.10,10.16.236.121,ITS-Security,L. Brown,Cisco SmartNet,2026-07-02 00:00:00,NBD,2026-02-08 00:00:00,163
XGLINXVD73,Server,Active,Email Gateway,Dev,Public,Green,TUP-DC1,Remote/Colo,VMware ESXi 8.0 U3,"10.80.190.91, 10.80.222.174",ITS-Network,J. Martinez,CDW,2028-02-10 00:00:00,NBD,2026-06-29 00:00:00,195
GA-DNSDHC-992A,Server,Decommissioned,DNS/DHCP,Stage,Restricted,Red,HSV-DC1,Remote/Colo,Windows Server 2019,10.32.239.82,ITS-EndUser,S. Johnson,HPE Pointnext,2026-05-06 00:00:00,24x7x2,2026-06-04 00:00:00,19
GA-VDI-319,Appliance,Active,VDI,QA,Restricted,Yellow,SD-DC2,"Tupelo, MS",RHEL 9.5,"10.88.202.175, 10.88.204.86",ITS-Infrastructure,M. Williams,Cisco SmartNet,2026-11-06 00:00:00,Best Effort,2026-02-22 00:00:00,259
GA-BADGEA-943B,Server,Active,Badge/Access Control,Prod,Restricted,Red,SD-DC1,"Poway, CA",Ubuntu 24.04 LTS,10.88.17.72,ITS-AppSupport,J. Martinez,Insight,2028-09-24 00:00:00,NBD,2026-03-08 00:00:00,332
GA-DATABA-492,Storage Array,Retired,Database Services,QA,Restricted,Green,PMD-DC1,"Tupelo, MS",Cisco IOS 17.9,"10.8.77.203, 10.8.29.80",ITS-Storage,C. Davis,Dell ProSupport,2028-09-27 00:00:00,24x7x2,2026-03-08 00:00:00,88
GA-DOMAIN-644P,VM,Active,Domain Services,Test,Unclassified,Blue,AWS-GovCloud,"Tupelo, MS",Windows Server 2022,10.96.117.16,ITS-Infrastructure,K. Chen,Cisco SmartNet,2025-12-21 00:00:00,24x7x4,2026-04-17 00:00:00,74
GA-MONITO-698,Appliance,Active,Monitoring,Dev,CUI,Green,TUP-DC1,"Tupelo, MS",VMware ESXi 8.0 U3,10.24.128.152,ITS-AppSupport,A. Garcia,HPE Pointnext,2029-02-15 00:00:00,24x7x2,2026-02-07 00:00:00,24
GA-MONITO-526B,VM,Active,Monitoring,QA,ITAR,Black,SD-DC1,"San Diego, CA",Windows Server 2019,"10.40.171.150, 10.40.59.199",ITS-AppSupport,H. Lewis,Dell ProSupport,2029-03-24 00:00:00,NBD,2026-07-11 00:00:00,275
GA-PAYROL-865,VM,Active,Payroll,Prod,CUI,Red,PWY-DC1,"Tupelo, MS",Windows Server 2025,10.40.41.141,ITS-AppSupport,D. Kim,HPE Pointnext,2029-03-15 00:00:00,Best Effort,2026-02-17 00:00:00,322
BILATG34,VM,Active,Badge/Access Control,Dev,Restricted,Green,PMD-DC1,"Tupelo, MS",Ubuntu 24.04 LTS,10.16.24.105,ITS-Virtualization,N. Clark,HPE Pointnext,2027-02-16 00:00:00,24x7x2,2026-02-12 00:00:00,292
GA-WEBHOS-311B,Storage Array,Active,Web Hosting,Prod,Unclassified,Black,TUP-DC1,"Tupelo, MS",RHEL 8.10,10.24.127.157,ITS-EndUser,M. Williams,CDW,2029-10-29 00:00:00,8x5,2026-05-26 00:00:00,254
GA-CADPLM-762,Application,Active,CAD/PLM,Dev,Confidential,Blue,SD-DC2,Remote/Colo,VMware ESXi 8.0 U3,10.64.57.62,ITS-EndUser,N. Clark,NetApp SupportEdge,2029-10-10 00:00:00,24x7x4,2026-06-18 00:00:00,236
GA-MONITO-881A,VM,Provisioning,Monitoring,Test,Public,Black,SD-DC1,"Poway, CA",RHEL 9.5,10.64.228.115,ITS-Virtualization,L. Brown,Insight,2028-10-19 00:00:00,24x7x4,2026-07-18 00:00:00,246
GA-ERP-586D,Appliance,Decommissioned,ERP,DR,Confidential,Green,SD-DC1,"Tupelo, MS",Windows Server 2016,"10.64.147.254, 10.64.149.57",ITS-Storage,D. Kim,NetApp SupportEdge,2029-04-04 00:00:00,24x7x4,2026-03-17 00:00:00,292
OMMSOYSR32,VM,Retired,Backup,Prod,Public,Black,PMD-DC1,"Huntsville, AL",RHEL 8.10,10.80.84.67,ITS-EndUser,A. Garcia,Insight,2029-09-21 00:00:00,Best Effort,2026-03-18 00:00:00,14
GA-DOMAIN-091A,VM,Active,Domain Services,Prod,Confidential,Blue,PMD-DC1,"Tupelo, MS",Windows Server 2019,10.96.67.178,ITS-Network,J. Martinez,HPE Pointnext,2027-10-15 00:00:00,NBD,2026-05-14 00:00:00,184
UQVJX20,Appliance,Active,Print Services,Prod,CUI,Green,SD-DC2,"Huntsville, AL",RHEL 9.5,"10.16.3.132, 10.16.23.252",ITS-AppSupport,M. Williams,NetApp SupportEdge,2027-04-09 00:00:00,8x5,2026-06-25 00:00:00,267
GA-SHAREP-071D,VM,Provisioning,SharePoint,Prod,CUI,Blue,SD-DC1,"Tupelo, MS",Windows Server 2025,10.40.150.197,ITS-Infrastructure,L. Brown,NetApp SupportEdge,2027-10-07 00:00:00,24x7x2,2026-02-17 00:00:00,352
GA-CICD-126D,Server,Maintenance,CI/CD,Prod,CUI,Blue,TUP-DC1,"Palmdale, CA",Windows Server 2019,10.72.159.209,ITS-Storage,J. Martinez,SHI,2030-05-11 00:00:00,24x7x2,2026-05-15 00:00:00,10
GA-FILESE-970P,Appliance,Active,File Services,Dev,Public,Green,SD-DC1,"Huntsville, AL",Windows Server 2025,"10.32.20.59, 10.32.129.105",ITS-Storage,B. Thomas,HPE Pointnext,2027-12-03 00:00:00,8x5,2026-07-30 00:00:00,164
GA-DATABA-085B,VM,Active,Database Services,DR,Restricted,Black,SD-DC1,"Palmdale, CA",VMware ESXi 7.0 U3,"10.8.203.26, 10.8.86.173",ITS-Infrastructure,T. Nguyen,HPE Pointnext,2027-02-27 00:00:00,24x7x4,2026-02-13 00:00:00,60
CCPD65,Application,Active,License Server,Prod,CUI,Yellow,AWS-GovCloud,"Huntsville, AL",Cisco IOS 17.9,10.40.202.35,ITS-Security,E. Robinson,SHI,2027-11-10 00:00:00,NBD,2026-08-02 00:00:00,155
GA-SERVIC-044,VM,Maintenance,ServiceNow MID,Prod,Unclassified,Red,TUP-DC1,"Poway, CA",Appliance OS 5.1,10.32.42.127,ITS-Storage,E. Robinson,Cisco SmartNet,2029-06-03 00:00:00,8x5,2026-04-10 00:00:00,233
GA-LICENS-931,Server,Provisioning,License Server,Prod,CUI,Blue,PWY-DC1,"San Diego, CA",Cisco IOS 17.9,10.32.6.64,ITS-Storage,J. Martinez,Insight,2027-01-29 00:00:00,8x5,2026-04-18 00:00:00,173
PYEEUZ20,Network Device,Decommissioned,SharePoint,QA,Confidential,Black,HSV-DC1,"Palmdale, CA",RHEL 9.5,"10.56.239.110, 10.56.32.94",ITS-Virtualization,J. Martinez,Cisco SmartNet,2029-04-11 00:00:00,24x7x2,2026-05-31 00:00:00,243
GA-DATABA-493P,Server,Active,Database Services,Stage,CUI,Green,SD-DC2,Remote/Colo,Ubuntu 22.04 LTS,10.32.146.26,ITS-AppSupport,K. Chen,Insight,2026-11-11 00:00:00,24x7x2,2026-04-10 00:00:00,237
GA-PAYROL-312B,Server,Active,Payroll,Prod,CUI,Yellow,PMD-DC1,"Huntsville, AL",Windows Server 2016,"10.88.148.40, 10.88.73.92",ITS-Network,S. Johnson,NetApp SupportEdge,2027-06-07 00:00:00,8x5,2026-02-11 00:00:00,4
TJUKUTL55,Server,Active,Monitoring,Stage,Confidential,Yellow,AWS-GovCloud,"Poway, CA",Windows Server 2016,10.24.38.143,ITS-Network,D. Kim,HPE Pointnext,2027-07-25 00:00:00,8x5,2026-03-12 00:00:00,204
GA-CADPLM-471P,VM,Decommissioned,CAD/PLM,Dev,Confidential,Green,SD-DC2,"Tupelo, MS",Appliance OS 5.1,10.24.196.90,ITS-Infrastructure,R. Patel,Insight,2027-09-11 00:00:00,Best Effort,2026-03-09 00:00:00,233
GA-EMAILG-144D,VM,Active,Email Gateway,Stage,Restricted,Yellow,HSV-DC1,"San Diego, CA",RHEL 9.4,10.48.238.249,ITS-EndUser,B. Thomas,Dell ProSupport,2027-07-22 00:00:00,24x7x2,2026-05-15 00:00:00,83
LNJVU25,Server,Active,File Services,Dev,Restricted,Green,AWS-GovCloud,"San Diego, CA",VMware ESXi 8.0 U3,10.24.244.254,ITS-Storage,A. Garcia,Cisco SmartNet,2030-01-13 00:00:00,Best Effort,2026-04-16 00:00:00,73
GA-PAYROL-654D,Network Device,Retired,Payroll,Dev,Confidential,Green,SD-DC2,"Palmdale, CA",VMware ESXi 7.0 U3,10.16.12.167,ITS-Infrastructure,R. Patel,SHI,2026-07-16 00:00:00,Best Effort,2026-02-09 00:00:00,71
GA-MONITO-308P,VM,Maintenance,Monitoring,DR,CUI,Green,AWS-GovCloud,"Huntsville, AL",Ubuntu 22.04 LTS,10.40.69.5,ITS-EndUser,M. Williams,Dell ProSupport,2030-02-06 00:00:00,NBD,2026-05-27 00:00:00,173
YXSLXEC61,Network Device,Provisioning,DNS/DHCP,DR,Restricted,Blue,HSV-DC1,"Tupelo, MS",Windows Server 2022,10.80.200.171,ITS-Storage,S. Johnson,HPE Pointnext,2028-06-07 00:00:00,NBD,2026-02-27 00:00:00,278
GA-TELEME-871,Server,Provisioning,Telemetry Ingest,Test,ITAR,Black,PWY-DC1,"Tupelo, MS",Windows Server 2016,"10.24.107.150, 10.24.239.33",ITS-AppSupport,T. Nguyen,Cisco SmartNet,2027-02-04 00:00:00,8x5,2026-04-10 00:00:00,307
GA-MONITO-771A,VM,Active,Monitoring,Prod,CUI,Green,TUP-DC1,"San Diego, CA",VMware ESXi 7.0 U3,10.72.4.250,ITS-Virtualization,T. Nguyen,SHI,2026-11-08 00:00:00,NBD,2026-05-15 00:00:00,189
LQMGOWJ93,VM,Active,Backup,QA,Restricted,Blue,HSV-DC1,"Tupelo, MS",Ubuntu 24.04 LTS,10.16.182.4,ITS-Network,M. Williams,CDW,2029-08-26 00:00:00,24x7x2,2026-02-19 00:00:00,386
GA-HRPORT-584B,Network Device,Active,HR Portal,Stage,Unclassified,Green,AWS-GovCloud,"Tupelo, MS",Windows Server 2016,10.64.10.57,ITS-Infrastructure,K. Chen,CDW,2027-10-14 00:00:00,NBD,2026-05-13 00:00:00,93
GSULAOVZ39,Network Device,Maintenance,Email Gateway,Test,CUI,Red,HSV-DC1,Remote/Colo,Ubuntu 24.04 LTS,10.80.145.18,ITS-EndUser,P. Anderson,NetApp SupportEdge,2029-01-29 00:00:00,8x5,2026-03-30 00:00:00,239
SIHANSY89,Server,Active,Email Gateway,Prod,Restricted,Yellow,HSV-DC1,"San Diego, CA",RHEL 8.10,10.48.103.52,ITS-Network,S. Johnson,CDW,2030-03-23 00:00:00,Best Effort,2026-08-04 00:00:00,289
GA-PAYROL-633D,Appliance,Active,Payroll,Dev,Unclassified,Red,SD-DC1,"Poway, CA",VMware ESXi 8.0 U3,10.32.171.96,ITS-Virtualization,T. Nguyen,HPE Pointnext,2025-12-20 00:00:00,24x7x2,2026-04-02 00:00:00,41
GEPLPOHL82,Server,Provisioning,Database Services,DR,CUI,Green,AWS-GovCloud,"Huntsville, AL",Windows Server 2019,10.88.250.220,ITS-Storage,T. Nguyen,Cisco SmartNet,2029-11-11 00:00:00,Best Effort,2026-03-12 00:00:00,119
GA-EMAILG-635D,Server,Decommissioned,Email Gateway,Test,Restricted,Blue,AWS-GovCloud,"Poway, CA",RHEL 9.4,10.24.189.96,ITS-Security,M. Williams,CDW,2025-11-02 00:00:00,8x5,2026-06-02 00:00:00,192
GA-BACKUP-676A,Server,Active,Backup,Stage,CUI,Yellow,PWY-DC1,"Tupelo, MS",RHEL 9.5,10.40.66.121,ITS-Storage,R. Patel,Insight,2027-04-25 00:00:00,24x7x4,2026-03-31 00:00:00,238
GA-BACKUP-608,VM,Provisioning,Backup,QA,CUI,Yellow,PMD-DC1,Remote/Colo,RHEL 9.4,"10.56.54.114, 10.56.111.132",ITS-Network,M. Williams,Dell ProSupport,2028-04-11 00:00:00,NBD,2026-06-26 00:00:00,200
GA-SERVIC-087,Appliance,Maintenance,ServiceNow MID,Prod,Restricted,Green,TUP-DC1,"Huntsville, AL",VMware ESXi 7.0 U3,"10.56.43.66, 10.56.53.144",ITS-EndUser,H. Lewis,Insight,2026-06-26 00:00:00,Best Effort,2026-07-14 00:00:00,250
BCOT66,Server,Active,CI/CD,Dev,Unclassified,Yellow,PWY-DC1,"Huntsville, AL",Appliance OS 5.1,10.56.100.99,ITS-EndUser,R. Patel,Insight,2028-07-18 00:00:00,24x7x2,2026-04-01 00:00:00,267
GA-VDI-765D,Appliance,Maintenance,VDI,Prod,Confidential,Yellow,PMD-DC1,"Poway, CA",Windows Server 2016,10.32.123.235,ITS-Network,C. Davis,Insight,2030-06-05 00:00:00,24x7x2,2026-07-09 00:00:00,229
BCKB70,Server,Active,Domain Services,Prod,ITAR,Red,SD-DC1,"Huntsville, AL",Windows Server 2019,10.56.83.213,ITS-Virtualization,A. Garcia,NetApp SupportEdge,2027-04-01 00:00:00,24x7x2,2026-07-29 00:00:00,160
GA-VDI-174,Network Device,Active,VDI,DR,CUI,Yellow,SD-DC2,"Poway, CA",RHEL 8.10,10.8.116.108,ITS-Security,L. Brown,SHI,2029-09-22 00:00:00,8x5,2026-04-19 00:00:00,79
GA-DATABA-636D,Server,Decommissioned,Database Services,QA,Unclassified,Blue,AWS-GovCloud,Remote/Colo,Cisco IOS 17.9,10.72.112.103,ITS-Network,M. Williams,Dell ProSupport,2028-07-28 00:00:00,24x7x2,2026-08-04 00:00:00,176
